city,Locality,rooms,bathroom,parking_spaces,floor,association_tax,rent_amount,property_tax,fire_insurance,total_rent,animal_allowed,furnishing,rooms_outlier,bathrooms_outlier,parking_outlier
Delhi,safdarjung enclave,3,2,0,8,2400,4845,372,36,7653,1,0,0,0,0
Mumbai,vashi,3,2,2,10,4692,16500,501,243,21936,1,0,0,0,0
Bangalore,sarjapur  road,1,2,1,16,4032,11400,375,147,15954,1,0,0,0,0
Kolkata,barrackpore,1,1,1,6,0,3300,0,45,3345,1,1,0,0,0
Delhi,chattarpur,1,1,0,1,1050,3000,0,39,4089,1,0,0,0,0
Bangalore,old madras road,3,3,4,1,9900,9600,5001,123,24624,1,0,0,0,0
Bangalore,kaggalipura,3,3,2,17,3000,11670,1068,150,15888,1,1,0,0,0
Kolkata,dash drone,5,4,3,6,0,15600,930,258,16788,1,0,0,0,0
Bangalore,hebbal,3,4,2,1,7200,21000,126,267,28593,0,0,0,0,0
Mumbai,kandivali east,3,2,0,7,2730,6000,369,90,9189,1,1,0,0,0
Bangalore,pai layout,3,1,0,8,3600,3600,300,48,7548,0,0,0,0,0
Bangalore,bhoganhalli,2,2,1,9,2190,5910,615,75,8790,1,0,0,0,0
Delhi,chattarpur,2,1,1,2,1650,3600,165,48,5463,1,0,0,0,0
Kolkata,new town,3,2,1,2,690,3900,177,54,4821,1,0,0,0,0
Bangalore,electronic city,3,2,2,6,1650,10710,189,162,12711,1,1,0,0,0
Bangalore,thubarahalli,4,4,2,6,3345,7590,963,99,11997,1,0,0,0,0
Kolkata,behala,2,1,1,3,0,3000,0,42,3042,1,0,0,0,0
Delhi,ishwar nagar,3,2,1,10,3240,10500,576,138,14454,1,0,0,0,0
Bangalore,ramamurthy nagar,3,2,2,14,1974,6900,261,90,9225,1,0,0,0,0
Bangalore,margondanahalli,2,1,1,5,1650,6000,90,78,7818,0,0,0,0,0
Kolkata,chandannagar,4,5,4,9,3201,24000,2670,321,30180,1,0,0,0,0
Bangalore,horamavu banaswadi,3,4,2,9,5400,21000,1350,267,28017,0,0,0,0,0
Mumbai,goregaon west,3,2,2,3,2058,9000,750,132,11940,1,0,0,0,0
Bangalore,yelahanka,1,1,0,8,2055,5760,351,75,8241,0,1,0,0,0
Bangalore,manayata tech park,4,5,4,14,11400,32610,6048,414,50460,1,0,0,0,0
Chennai,porur,3,2,2,1,3750,4800,486,63,9099,1,0,0,0,0
Chennai,old perungalathur,3,2,2,1,4233,9930,705,126,14994,1,0,0,0,0
Chennai,guduvancheri,2,1,1,6,990,3450,0,45,4485,1,0,0,0,0
Bangalore,sultan palaya,4,5,6,17,12900,42000,5700,534,61140,1,0,0,0,1
Bangalore,nagarbhavi,4,4,4,8,9450,30000,3489,381,43320,1,0,0,0,0
Delhi,sector 4 dwarka,2,1,1,4,1095,3717,0,48,4860,1,1,0,0,0
Bangalore,whitefield,1,1,0,9,2550,7440,60,96,10146,0,1,0,0,0
Chennai,mugalivakkam,3,4,4,6,0,24000,1434,363,25797,1,0,0,0,0
Bangalore,bannerghatta road,3,2,2,6,0,14400,576,219,15195,1,0,0,0,0
Mumbai,lower parel,2,2,2,6,1200,7200,264,108,8772,1,0,0,0,0
Delhi,uttam nagar,2,1,0,9,990,2493,477,33,3993,1,0,0,0,0
Bangalore,sarakki nagar,3,2,3,6,1500,10500,579,159,12738,1,0,0,0,0
Bangalore,koramangala,2,1,1,7,1314,5169,0,66,6549,1,0,0,0,0
Delhi,rohini sector 24,3,2,0,1,2700,17700,927,231,21558,1,0,0,0,0
Bangalore,vijayanagar,1,1,1,3,2082,13170,600,168,16020,1,0,0,0,0
Delhi,vasant kunj,2,2,0,4,2571,14400,624,186,17781,0,1,0,0,0
Bangalore,whitefield,2,1,1,3,1560,4470,0,57,6087,1,0,0,0,0
Bangalore,thanisandra,2,3,2,1,5100,45000,2001,573,52680,1,1,0,0,0
Delhi,civil lines,3,3,1,1,3540,8700,642,114,12996,1,1,0,0,0
Mumbai,goregaon east,1,2,1,2,651,5400,126,81,6258,1,0,0,0,0
Bangalore,nagappa reddy layout,4,6,6,6,0,25500,4800,384,30690,1,0,0,0,1
Delhi,kaushambi,3,2,0,5,4200,12000,114,156,16470,1,0,0,0,0
Bangalore,1st phase jp nagar,3,3,0,7,3810,10500,1302,135,15747,1,0,0,0,0
Mumbai,thakur complex,3,2,1,3,3300,7500,375,111,11286,1,1,0,0,0
Delhi,west end,3,3,2,10,4860,11400,1146,147,17553,1,0,0,0,0
Bangalore,yelahanka,1,1,1,14,1422,9525,315,123,11385,1,1,0,0,0
Bangalore,panathur,3,2,2,12,2700,9900,348,126,13074,1,0,0,0,0
Mumbai,kurla east,3,2,0,3,4350,3264,336,48,7998,1,0,0,0,0
Mumbai,vashi,2,1,1,4,1140,6300,219,93,7752,1,0,0,0,0
Mumbai,kandivali east,1,1,1,6,3000,8400,0,123,11523,1,0,0,0,0
Delhi,sarvpriya vihar,2,1,1,3,900,2400,45,33,3378,1,0,0,0,0
Bangalore,rayasandra,4,5,3,16,5160,11100,1575,141,17976,1,0,0,0,0
Bangalore,subramanyapura,1,1,1,1,2787,7500,738,96,11121,0,0,0,0,0
Bangalore,hennur,2,1,1,10,1539,5670,0,72,7281,0,0,0,0,0
Bangalore,marathahalli,4,2,6,6,0,15000,750,228,15978,1,0,0,0,1
Kolkata,konnagar,5,3,3,12,6000,12000,1461,162,19623,1,0,0,0,0
Chennai,west mambalam,1,1,0,5,870,2100,30,27,3027,1,0,0,0,0
Delhi,dwarka mor,2,2,1,4,4500,10380,996,135,16011,1,0,0,0,0
Kolkata,dum dum,4,3,1,2,450,2850,249,39,3588,1,0,0,0,0
Bangalore,whitefield,2,1,1,10,1482,4200,0,54,5736,1,0,0,0,0
Delhi,greater kailash 1,1,1,1,6,2250,6000,0,30,8280,1,1,0,0,0
Bangalore,basaveshwara nagar,5,5,2,1,4500,11403,1662,147,17712,1,0,0,0,0
Chennai,vandalur kelambakkam road,2,2,1,6,0,4200,201,66,4467,1,0,0,0,0
Mumbai,virar,1,1,0,1,150,1920,252,30,2352,1,0,0,0,0
Bangalore,kothanur,2,1,1,4,1710,6000,30,78,7818,0,0,0,0,0
Bangalore,malleshwaram,2,2,1,4,2070,6900,600,90,9660,1,0,0,0,0
Bangalore,uttarahalli,2,2,2,6,150,5550,519,84,6303,1,0,0,0,0
Mumbai,mulund west,2,1,0,1,1065,3090,72,48,4275,1,0,0,0,0
Delhi,greater kailash 1,1,1,1,1,2418,6900,396,90,9804,1,0,0,0,0
Bangalore,yelahanka,1,1,0,6,0,2550,0,33,2583,0,0,0,0,0
Chennai,sholinganallur,1,1,1,14,1749,3300,147,42,5238,1,0,0,0,0
Bangalore,vishveshwarya layout,4,3,2,3,12600,24000,5106,306,42000,1,0,0,0,0
Bangalore,rajaji nagar,3,3,2,7,4200,4950,1242,63,10455,1,0,0,0,0
Kolkata,prince anwar shah connector,3,3,0,10,3150,7200,609,96,11055,1,0,0,0,0
Bangalore,kengeri,3,3,3,6,6300,31500,2376,402,40590,0,0,0,0,0
Bangalore,electronics city phase 1,3,3,2,6,0,20100,885,303,21288,1,0,0,0,0
Kolkata,jadavpur central road,4,2,3,3,2550,12750,1200,171,16671,1,0,0,0,0
Bangalore,hennur road,3,3,2,1,3513,5991,840,78,10422,1,0,0,0,0
Bangalore,channasandra layout,4,4,4,29,5100,15000,2058,192,22350,1,0,0,0,0
Mumbai,kharghar,2,1,1,6,0,4200,288,75,4563,1,0,0,0,0
Bangalore,vijayanagar,2,1,1,7,1350,12600,126,162,14238,1,0,0,0,0
Mumbai,kalamboli,2,2,0,19,2400,8100,552,120,11172,1,1,0,0,0
Bangalore,hulimavu,1,1,0,6,150,2100,15,27,2292,0,0,0,0,0
Kolkata,rishra,3,3,2,2,3030,6600,918,90,10638,1,1,0,0,0
Mumbai,goregaon east,2,1,1,2,2700,2769,300,42,5811,1,0,0,0,0
Chennai,injambakkam,3,4,4,8,5100,27000,1500,345,33960,1,0,0,0,0
Bangalore,lakshminarayana pura,2,1,0,4,1575,9000,0,66,10641,1,0,0,0,0
Mumbai,bhayandar east,2,1,0,2,810,3336,66,51,4263,1,0,0,0,0
Mumbai,thane west,1,1,0,1,984,1500,420,24,2928,1,0,0,0,0
Delhi,panchsheel park,3,2,1,6,3486,7800,1329,102,12717,1,1,0,0,0
Delhi,sarvpriya vihar,2,2,1,2,2742,10800,399,141,14082,0,1,0,0,0
Delhi,patel nagar,3,2,2,4,4350,8100,507,105,13062,1,0,0,0,0
Bangalore,electronic city phase ii,1,1,1,16,1197,5397,0,69,6663,1,0,0,0,0
Mumbai,andheri east,3,1,1,3,1050,4650,0,69,5769,1,0,0,0,0
Chennai,anna nagar west extension,3,6,6,6,3600,40500,2133,609,46830,1,1,0,0,1
Bangalore,padmanabhanagar,2,1,1,5,2658,6600,0,84,9342,1,0,0,0,0
Bangalore,channasandra,2,1,1,7,2070,11850,0,153,14073,0,1,0,0,0
Bangalore,jp nagar,5,5,4,13,9300,30000,3501,381,43170,1,0,0,0,0
Kolkata,barrackpore,1,1,0,1,0,1500,126,21,1647,0,0,0,0,0
Chennai,guindy,4,3,3,8,4800,14400,852,183,20235,1,0,0,0,0
Bangalore,kudlu gate,1,1,0,1,1311,8100,0,105,9516,0,1,0,0,0
Bangalore,yelahanka,1,1,0,6,0,2250,0,36,2286,0,0,0,0,0
Delhi,sector-18 dwarka,4,7,3,14,8400,19500,345,252,28497,0,1,0,1,0
Bangalore,ambalipura,3,2,2,3,3672,4800,1395,63,9930,1,0,0,0,0
Bangalore,hormavu,3,3,3,7,7350,9000,3045,117,19512,1,0,0,0,0
Bangalore,balagere,4,5,6,6,0,36000,4002,543,40560,1,0,0,0,1
Bangalore,bommasandra,3,3,3,6,3300,36000,2001,459,41760,1,0,0,0,0
Bangalore,vajarahalli,5,5,4,4,12000,9000,6000,117,27117,1,0,0,0,0
Mumbai,marol,3,3,2,4,7500,10500,1500,156,19656,1,0,0,0,0
Kolkata,central balia,4,8,5,11,2880,25500,1938,342,30660,1,1,0,1,1
Delhi,bindapur,2,1,1,5,1539,3000,0,39,4578,1,0,0,0,0
Bangalore,7th phase jp nagar,1,1,0,3,1860,11550,0,147,13557,0,1,0,0,0
Chennai,gerugambakkam,4,5,2,10,3900,11400,840,147,16287,1,0,0,0,0
Delhi,pitampura,1,1,0,6,2700,5460,270,72,8502,1,0,0,0,0
Bangalore,hbr layout,2,1,1,5,2160,8100,33,105,10398,0,1,0,0,0
Chennai,madipakkam,1,2,1,10,2550,2250,120,30,4950,0,0,0,0,0
Bangalore,kalyan nagar,1,1,0,4,1104,7590,165,99,8958,0,1,0,0,0
Bangalore,raja rajeshwari nagar,1,1,0,5,2100,4854,87,63,7104,1,1,0,0,0
Bangalore,rajaji nagar,2,1,0,6,0,5700,876,87,6663,1,1,0,0,0
Bangalore,tata nagar,4,4,5,12,12222,45000,8751,573,66540,1,1,0,0,1
Kolkata,mukundapur,3,2,1,3,2166,4200,387,57,6810,1,0,0,0,0
Bangalore,horamavu agara,2,2,1,4,1500,6000,0,78,7578,1,0,0,0,0
Chennai,vadapalani,3,2,1,4,2220,3519,270,45,6054,1,0,0,0,0
Delhi,pitampura,1,1,0,9,1740,7500,225,99,9564,0,1,0,0,0
Kolkata,tollygunge,3,2,2,6,0,36000,1107,591,37710,1,0,0,0,0
Bangalore,hennur road,3,4,2,9,3600,16500,798,210,21108,1,1,0,0,0
Chennai,kelambakkam,1,2,1,4,2232,2862,222,39,5355,0,0,0,0,0
Bangalore,ananth nagar,3,3,2,4,4140,8160,1251,105,13656,0,0,0,0,0
Delhi,sector 13 rohini,1,1,0,2,0,6330,0,84,6414,0,1,0,0,0
Bangalore,marathahalli,4,5,1,8,11100,25650,1200,327,38280,1,1,0,0,0
Bangalore,abbigere,3,4,3,6,0,10470,1428,159,12057,0,0,0,0,0
Delhi,geetanjali enclave,1,1,1,8,4650,8400,546,111,13707,1,0,0,0,0
Kolkata,jessore road,1,1,1,6,1650,3750,0,51,5451,0,1,0,0,0
Bangalore,hennur road,2,1,1,2,3000,9000,150,117,12267,1,0,0,0,0
Delhi,shahdara,4,4,2,2,11070,37500,2814,486,51870,1,1,0,0,0
Bangalore,channasandra,3,2,2,11,1980,5700,315,75,8070,1,0,0,0,0
Bangalore,ombr layout,3,4,3,3,10200,5700,2751,75,18726,1,0,0,0,0
Bangalore,ombr layout,4,4,3,3,12540,15000,4650,192,32370,1,1,0,0,0
Bangalore,rajaji nagar,3,3,3,6,0,12000,438,183,12621,1,0,0,0,0
Chennai,muttukadu,1,1,0,8,1140,2190,33,30,3393,1,0,0,0,0
Mumbai,airoli,2,3,2,2,1200,8250,339,123,9912,1,0,0,0,0
Delhi,mohan garden,1,1,1,4,2400,3300,192,45,5937,1,0,0,0,0
Delhi,safdarjung enclave,2,2,1,3,1950,7500,537,99,10086,1,0,0,0,0
Delhi,delhi,3,2,1,6,5550,12300,1551,159,19560,1,0,0,0,0
Bangalore,sarjapur,1,1,0,3,1806,5400,390,69,7665,1,1,0,0,0
Bangalore,brookefield,2,2,2,6,2934,4200,369,54,7557,1,0,0,0,0
Bangalore,hormavu,3,3,3,6,0,12600,717,192,13509,1,0,0,0,0
Bangalore,sadashiva nagar,3,4,4,5,7800,36000,5001,459,49260,1,0,0,0,0
Bangalore,indira nagar,3,2,2,14,1650,7560,576,96,9882,1,0,0,0,0
Chennai,adambakkam,1,1,0,3,1284,1680,51,27,3042,0,0,0,0,0
Bangalore,whitefield,1,1,0,6,0,3750,102,57,3909,0,0,0,0,0
Mumbai,kandivali east,2,2,1,12,1500,6000,0,90,7590,1,0,0,0,0
Bangalore,kanakpura road,1,1,1,6,0,4200,0,66,4266,0,0,0,0,0
Bangalore,raja rajeshwari nagar,1,1,0,5,1260,5400,0,69,6729,1,1,0,0,0
Bangalore,hormavu,3,2,2,6,0,13500,801,204,14505,1,0,0,0,0
Bangalore,bharathi nagar,4,5,7,6,0,34500,2475,519,37500,1,1,0,0,1
Mumbai,malad east,1,1,0,2,660,2850,75,42,3627,1,0,0,0,0
Delhi,sector 22 dwarka,2,2,2,2,2100,3600,24,48,5772,1,0,0,0,0
Bangalore,varthur,2,2,1,9,2247,7500,135,96,9978,1,1,0,0,0
Bangalore,kenchenahalli,3,4,4,2,5850,45000,3450,573,54870,1,1,0,0,0
Bangalore,ulsoor,3,2,2,1,3120,11400,0,147,14667,0,0,0,0,0
Bangalore,kanakpura road,2,2,1,27,1962,9900,288,126,12276,1,1,0,0,0
Bangalore,kumaraswami layout,2,1,1,6,0,5250,402,81,5733,1,0,0,0,0
Bangalore,rachenahalli,2,2,1,2,2820,4149,282,48,7299,1,0,0,0,0
Chennai,velachery,2,1,1,3,936,2550,75,33,3594,1,0,0,0,0
Mumbai,ambernath east,3,1,0,1,1800,5400,126,81,7407,1,0,0,0,0
Delhi,chattarpur,2,1,1,5,1320,2400,174,33,3927,1,0,0,0,0
Bangalore,bellari road,4,3,2,1,7800,16200,1302,207,25509,1,0,0,0,0
Bangalore,5th phase jp nagar,1,1,0,12,1116,8100,171,105,9492,1,0,0,0,0
Kolkata,uttarpara kotrung,3,3,6,6,3600,21600,654,357,26211,1,0,0,0,1
Mumbai,sanpada,4,3,1,6,690,6000,0,108,6798,0,1,0,0,0
Mumbai,ville parle east,2,3,2,6,2400,15600,300,279,18579,1,1,0,0,0
Bangalore,kengeri,3,3,4,12,6900,9600,2250,123,18873,1,1,0,0,0
Kolkata,topsia,4,3,4,8,6000,38250,2151,510,46920,1,1,0,0,0
Bangalore,sarjapur  road,3,1,1,2,1140,3870,540,51,5601,1,0,0,0,0
Delhi,malviya nagar,2,1,0,6,0,3000,141,48,3189,1,0,0,0,0
Mumbai,manjarli,5,5,2,4,8100,3000,1626,45,12771,1,0,0,0,0
Bangalore,rajaji nagar,3,2,2,1,3300,10500,1752,135,15687,1,1,0,0,0
Bangalore,sarakki nagar,3,2,3,6,5100,25200,1752,381,32430,0,1,0,0,0
Bangalore,green glen layout,1,2,2,15,5577,24000,1698,306,31590,1,0,0,0,0
Mumbai,kharghar,1,1,1,1,948,1500,30,24,2502,1,0,0,0,0
Bangalore,babusapalaya,2,1,1,2,2940,8370,0,108,11418,1,0,0,0,0
Mumbai,dombivali east,2,3,2,3,1350,6600,501,99,8550,1,0,0,0,0
Kolkata,new alipore,2,1,1,11,720,4650,309,63,5742,1,0,0,0,0
Bangalore,jigani,4,7,3,6,0,45000,7500,678,53190,1,0,0,1,0
Bangalore,banashankari,3,5,5,6,0,16500,2025,249,18774,1,0,0,0,1
Bangalore,arekere,3,4,3,6,0,25500,177,384,26061,1,0,0,0,0
Chennai,perungudi,2,1,1,3,750,2910,126,39,3825,1,0,0,0,0
Bangalore,vishveshwarya layout,4,3,7,6,0,45000,3252,678,48930,0,0,0,0,1
Bangalore,brookefield,2,2,2,3,2700,13500,0,174,16374,1,1,0,0,0
Kolkata,dum dum,3,2,1,1,405,3900,345,54,4704,1,0,0,0,0
Bangalore,sarjapur,1,1,0,1,0,5850,0,75,5925,0,1,0,0,0
Delhi,green park extension,3,3,0,5,3000,13500,855,174,17529,1,0,0,0,0
Bangalore,nagarbhavi,4,4,4,6,0,13500,0,204,13704,1,0,0,0,0
Bangalore,green view layout,3,5,6,6,0,30000,2955,453,33420,1,0,0,0,1
Bangalore,hebbal kempapura,2,2,1,2,1200,7500,252,96,9048,1,0,0,0,0
Bangalore,hosa road,1,1,0,3,981,3534,81,45,4641,0,0,0,0,0
Bangalore,kaval byrasandra,1,1,2,1,5856,16500,0,210,22566,0,1,0,0,0
Kolkata,bramhapur,2,1,1,2,570,3750,210,51,4581,1,0,0,0,0
Delhi,vasant kunj,3,3,1,3,2400,5850,501,78,8829,1,0,0,0,0
Bangalore,kr puram,1,2,1,17,2331,11400,300,147,14178,1,0,0,0,0
Bangalore,kanakpura road,1,1,1,11,7071,16320,831,207,24429,0,1,0,0,0
Chennai,madambakkam,3,2,2,4,4377,6900,573,90,11940,1,0,0,0,0
Chennai,west tambaram,2,1,1,3,1029,2550,201,33,3813,0,0,0,0,0
Bangalore,raja rajeshwari nagar,1,1,1,9,3150,7800,951,99,12000,0,1,0,0,0
Bangalore,bellandur,3,2,1,11,8700,13500,1500,174,23874,1,1,0,0,0
Bangalore,sarjapur  road,2,1,0,6,0,6300,402,96,6798,1,0,0,0,0
Delhi,defence colony,3,2,1,9,3300,7500,300,99,11199,1,0,0,0,0
Kolkata,tiljala,4,1,8,6,0,6375,693,105,7173,1,0,0,0,1
Mumbai,malad east,3,2,2,4,1800,6600,150,99,8649,1,0,0,0,0
Bangalore,thigalarapalya,3,3,4,6,0,9882,828,150,10860,1,0,0,0,0
Kolkata,new town action area i,6,6,8,6,0,45000,3009,738,48750,1,1,0,0,1
Bangalore,yeshwanthpur,7,7,0,6,0,42000,5001,633,47640,1,0,0,1,0
Bangalore,jigani,7,4,3,6,0,42000,2355,633,45000,1,1,0,0,0
Mumbai,chembur,2,1,1,11,1200,4050,84,60,5394,1,0,0,0,0
Bangalore,kr puram,1,1,1,11,2088,6600,444,84,9216,0,0,0,0,0
Kolkata,southern avenue,2,2,0,14,2112,6000,474,81,8667,1,1,0,0,0
Bangalore,malleshwaram,2,1,1,7,1314,4320,153,57,5844,1,0,0,0,0
Bangalore,banashankari,4,5,5,17,7200,45000,7200,573,59970,1,1,0,0,1
Chennai,kelambakkam,2,1,1,6,1440,2250,198,30,3918,1,0,0,0,0
Mumbai,taloja,3,3,2,5,2400,9000,501,132,12033,1,0,0,0,0
Bangalore,1st phase jp nagar,3,2,2,1,3900,5700,1020,75,10695,1,0,0,0,0
Bangalore,ombr layout,3,4,3,1,8652,19500,0,249,28401,1,0,0,0,0
Delhi,pitampura,1,1,0,1,0,3600,234,48,3882,1,0,0,0,0
Bangalore,anekal,2,1,1,5,3000,9000,150,117,12267,1,0,0,0,0
Bangalore,kanakpura road,3,1,2,4,1149,3315,0,42,4506,0,0,0,0,0
Bangalore,kasavanhalli,3,2,1,14,2850,13500,0,174,16524,0,0,0,0,0
Bangalore,virat nagar,3,5,4,6,9573,45000,4017,678,59280,1,1,0,0,0
Bangalore,harlur,3,2,3,6,0,17700,1500,267,19467,1,0,0,0,0
Bangalore,laggere,3,3,2,1,5400,19500,3000,249,28149,0,0,0,0,0
Bangalore,5th phase jp nagar,1,1,0,6,0,2700,138,42,2880,0,0,0,0,0
Kolkata,nayabad,4,5,3,4,4905,15600,1818,210,22533,1,0,0,0,0
Bangalore,brookefield,3,1,2,2,2700,6840,810,87,10437,1,1,0,0,0
Bangalore,harlur,3,3,2,6,0,12000,876,183,13059,1,0,0,0,0
Bangalore,hoodi,3,2,0,2,7350,21000,1626,267,30240,1,0,0,0,0
Kolkata,belghoria expressway,4,5,4,6,0,25500,2571,420,28491,1,0,0,0,0
Bangalore,kammasandra,3,4,1,3,5940,12000,927,153,19020,1,0,0,0,0
Kolkata,behala chowrasta,3,1,2,4,690,3900,0,54,4644,1,0,0,0,0
Delhi,burari,1,1,0,8,1350,6000,0,78,7428,1,1,0,0,0
Bangalore,electronics city phase 1,4,5,3,2,4869,11400,2502,147,18918,1,1,0,0,0
Bangalore,electronic city,2,2,2,15,3150,8340,327,108,11925,1,0,0,0,0
Delhi,uttam nagar,2,2,1,8,2280,7500,900,99,10779,1,0,0,0,0
Bangalore,doddathoguru,2,1,1,7,1404,3300,225,42,4971,1,0,0,0,0
Bangalore,varthur road,3,3,0,11,6996,25500,1650,324,34470,1,0,0,0,0
Bangalore,thanisandra,4,7,4,6,0,24000,1725,363,26088,1,1,0,1,0
Bangalore,btm 2nd stage,3,4,4,6,8100,30600,2001,390,41100,1,1,0,0,0
Kolkata,dakshineswar,2,1,1,2,900,2550,186,36,3672,1,0,0,0,0
Bangalore,sultan palaya,4,4,3,6,0,23700,3000,357,27057,1,0,0,0,0
Kolkata,kasba,2,3,0,2,0,10500,375,141,11016,1,0,0,0,0
Bangalore,munnekollal,3,5,3,6,0,17400,1821,264,19485,1,0,0,0,0
Delhi,ashok nagar,3,2,1,6,9600,42240,2100,546,54480,1,0,0,0,0
Delhi,sector-8 dwarka,3,2,1,6,0,13500,1050,207,14757,1,0,0,0,0
Bangalore,kanakpura road,2,1,0,6,0,3600,114,57,3771,1,0,0,0,0
Delhi,chattarpur,2,1,0,6,1494,6000,555,78,8127,0,1,0,0,0
Bangalore,kodigehalli,3,3,3,1,5400,11850,2250,153,19653,1,1,0,0,0
Bangalore,bellandur,3,2,4,6,0,33000,2001,498,35490,0,1,0,0,0
Bangalore,dodda nekkundi,4,5,2,4,7500,28500,945,363,37320,1,1,0,0,0
Bangalore,marathahalli,4,4,3,6,0,10500,1752,159,12411,1,0,0,0,0
Kolkata,bhawanipur,3,3,3,4,1965,9300,816,126,12207,1,0,0,0,0
Bangalore,cooke town,4,4,0,14,9150,29400,1869,375,40800,1,0,0,0,0
Bangalore,bannerghatta road,3,3,2,6,0,12600,1077,192,13869,1,0,0,0,0
Bangalore,marathahalli,4,5,4,6,9450,16500,2877,210,29037,1,0,0,0,0
Bangalore,jakkur,3,3,2,10,8100,12000,2001,153,22254,1,0,0,0,0
Bangalore,bannerghatta,2,3,2,8,4665,9600,2205,123,16593,1,0,0,0,0
Bangalore,electronic city,3,2,1,2,1350,4800,150,63,6363,1,1,0,0,0
Bangalore,thanisandra,3,2,1,5,4854,7140,483,93,12570,1,0,0,0,0
Kolkata,belghoria expressway,5,6,2,6,0,13500,375,222,14097,1,0,0,0,0
Chennai,kolathur,3,2,2,3,2655,3600,240,48,6543,1,0,0,0,0
Mumbai,badlapur west,1,1,1,13,3711,11400,312,168,15591,1,1,0,0,0
Bangalore,kr puram,2,2,2,6,2340,3204,426,42,6012,1,0,0,0,0
Delhi,vasant kunj,3,2,1,5,2919,4500,90,60,7569,1,0,0,0,0
Bangalore,harlur,3,4,1,6,5100,44550,1200,567,51420,0,0,0,0,0
Bangalore,sarjapur  road,2,2,2,8,2505,8100,306,105,11016,1,1,0,0,0
Bangalore,electronic city phase ii,2,1,0,6,0,4500,15,69,4584,1,0,0,0,0
Bangalore,munnekollal,4,3,1,6,0,10500,342,159,11001,1,0,0,0,0
Bangalore,hosa road,1,1,0,2,0,5250,0,69,5319,0,1,0,0,0
Mumbai,borivali west,2,2,1,3,1800,5400,456,81,7737,1,1,0,0,0
Mumbai,thane west,1,1,1,4,600,1950,15,30,2595,1,0,0,0,0
Bangalore,bellandur,2,3,3,7,9900,22800,3075,162,35940,1,1,0,0,0
Bangalore,aecs layout,1,1,0,2,0,8100,126,105,8331,1,0,0,0,0
Bangalore,cv raman nagar,4,4,5,5,12000,21000,4980,267,38250,1,1,0,0,1
Kolkata,madhyamgram,2,1,1,2,750,2700,207,36,3693,1,0,0,0,0
Chennai,mogappair,1,1,1,16,3066,3600,402,48,7116,0,1,0,0,0
Bangalore,anekal,3,4,3,5,3165,10200,534,132,14031,1,1,0,0,0
Delhi,new ashok nagar,3,3,1,13,4530,8100,780,105,13515,1,0,0,0,0
Chennai,thiruninravur,2,1,0,2,813,2940,63,39,3855,1,0,0,0,0
Bangalore,old madras road,3,2,1,9,6900,11760,102,150,18912,1,0,0,0,0
Bangalore,marathahalli,3,3,5,6,0,16200,2502,246,18948,1,0,0,0,1
Bangalore,yeshwanthpur,3,6,6,6,0,19500,1125,294,20919,1,1,0,0,1
Bangalore,hegde nagar,2,2,2,25,3600,27000,0,345,30960,0,1,0,0,0
Bangalore,brookefield,2,1,1,12,2718,12750,651,162,16281,0,1,0,0,0
Kolkata,nayabad,4,4,4,3,8040,21000,438,282,29760,1,0,0,0,0
Delhi,rohini sector 9,2,2,1,7,5310,13200,1002,171,19683,1,0,0,0,0
Kolkata,rajarhat newtown,3,4,3,6,0,25200,876,414,26490,0,0,0,0,0
Delhi,sector 6 dwarka,4,2,0,6,657,19500,840,297,21294,1,0,0,0,0
Bangalore,bhoganhalli,2,2,1,1,1950,6900,0,90,8940,1,1,0,0,0
Delhi,rajouri garden,2,2,1,10,3000,3900,702,51,7653,1,1,0,0,0
Kolkata,bata nagar,4,2,2,1,1140,7650,504,102,9396,1,0,0,0,0
Bangalore,subramanyapura,3,2,2,7,1620,6600,213,84,8517,1,1,0,0,0
Mumbai,dombivali east,2,2,1,2,1395,3900,162,57,5514,1,0,0,0,0
Kolkata,n s c bose road narendrapur,7,7,2,6,0,45000,1305,738,47040,1,1,0,1,0
Mumbai,thane west,1,1,0,7,540,3000,18,45,3603,1,0,0,0,0
Bangalore,hebbal,4,4,2,6,0,19800,0,300,20100,0,0,0,0,0
Delhi,patel nagar,4,2,1,9,4800,11700,1050,153,17703,1,0,0,0,0
Bangalore,domlur,2,2,0,6,2397,9450,0,120,11967,0,0,0,0,0
Bangalore,5th phase jp nagar,2,1,0,10,900,6600,45,84,7629,1,0,0,0,0
Bangalore,channasandra,3,2,2,7,2640,9300,759,120,12819,1,0,0,0,0
Delhi,pitampura,1,1,1,2,150,6000,150,78,6378,0,1,0,0,0
Bangalore,marathahalli,4,4,4,4,12000,4200,2502,54,18756,0,0,0,0,0
Bangalore,hsr layout,1,1,1,13,900,7200,0,93,8193,1,1,0,0,0
Chennai,vadapalani,3,2,1,9,2229,5400,327,69,8025,1,0,0,0,0
Bangalore,sonnenahalli,3,3,3,23,6000,45000,2001,573,53580,1,1,0,0,0
Bangalore,dasanapura,3,2,1,6,2850,5100,270,66,8286,1,0,0,0,0
Kolkata,paschim putiary,1,1,1,7,471,3600,0,48,4119,0,0,0,0,0
Bangalore,hormavu,3,2,2,6,0,12600,927,192,13719,1,0,0,0,0
Bangalore,hsr layout,1,1,1,16,3300,8589,0,111,12000,1,1,0,0,0
Mumbai,powai,1,1,1,10,1080,1830,18,27,2955,1,0,0,0,0
